index,dataset_name,display_name,reverse,reverse_bool,split,shape,phenotype,cleaned_phenotype,screen_rationale,screen_type,screen_category,library_methodology,cell_type,cell_line,num_genes,publication_year,author,source_id,umap_x_ground_truth,umap_y_ground_truth,umap_x_ground_truth_train_fitted,umap_y_ground_truth_train_fitted
380,523,523 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Neuroblastoma Cell Line,CHP-212,17637,2017,Meyers RM (2017),29083409,3.57804799079895,-5.237509250640869,1.5067930221557617,7.3876423835754395
381,524,524 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colorectal Cancer Cell Line,CL-40,17637,2017,Meyers RM (2017),29083409,3.659409284591675,-5.079202651977539,1.186944842338562,8.05328369140625
382,525,525 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Cancer Cell Line,COLO 678,17637,2017,Meyers RM (2017),29083409,2.987443685531616,-4.6856369972229,2.4422190189361572,8.058340072631836
383,526,526 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,COLO 679,17637,2017,Meyers RM (2017),29083409,3.1448814868927,-4.440318584442139,2.5821259021759033,7.351322650909424
384,527,527 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,COLO 792,17637,2017,Meyers RM (2017),29083409,2.963179349899292,-4.6720499992370605,2.5209391117095947,7.881107807159424
385,528,528 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,COLO 800,17637,2017,Meyers RM (2017),29083409,3.2765161991119385,-4.274811267852783,2.6179020404815674,7.232320308685303
386,529,529 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,COR-L47,17637,2017,Meyers RM (2017),29083409,2.599311113357544,-4.398873805999756,3.242133855819702,7.973390102386475
387,530,530 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,COR-L279,17637,2017,Meyers RM (2017),29083409,2.805338144302368,-4.588724136352539,2.6566929817199707,8.156656265258789
388,531,531 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,COV318,17637,2017,Meyers RM (2017),29083409,3.15266489982605,-5.103265762329102,1.8232738971710205,8.059164047241211
389,532,532 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,COV362,17637,2017,Meyers RM (2017),29083409,3.061143159866333,-4.947774887084961,2.289271354675293,8.147699356079102
390,533,533 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,COV434,17637,2017,Meyers RM (2017),29083409,4.31921911239624,-5.014349937438965,0.9170427918434143,8.397286415100098
391,534,534 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,COV504,17637,2017,Meyers RM (2017),29083409,3.843745231628418,-5.156773567199707,1.3866569995880127,8.194234848022461
392,535,535 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,COV644,17637,2017,Meyers RM (2017),29083409,2.81327486038208,-4.829523086547852,2.4325826168060303,7.9344282150268555
393,536,536 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Bladder Carcinoma,CAL-29,17637,2017,Meyers RM (2017),29083409,3.7261619567871094,-5.125254154205322,1.567624568939209,8.179713249206543
394,537,537 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,A-375,17595,2016,Aguirre AJ (2016),27260156,6.313765048980713,-0.783911406993866,9.132203102111816,5.658764362335205
395,538,538 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Rhabdomyosarcoma Cell Line,A-673,17595,2016,Aguirre AJ (2016),27260156,6.381615161895752,-0.8813511729240417,8.958755493164062,5.641350269317627
396,539,539 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Adenocarcinoma Cell Line,BxPC-3,17595,2016,Aguirre AJ (2016),27260156,6.385226249694824,-0.8012164831161499,9.038002967834473,5.667062282562256
397,540,540 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,CADO-ES1,17595,2016,Aguirre AJ (2016),27260156,6.295583248138428,-0.9366315007209778,8.928613662719727,5.643346786499023
398,541,541 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Cancer Cell Line,CAL-120,17595,2016,Aguirre AJ (2016),27260156,6.225533962249756,-0.881103515625,8.834080696105957,5.8357696533203125
399,542,542 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,COR-L105,17595,2016,Aguirre AJ (2016),27260156,6.3175950050354,-0.8199640512466431,8.990671157836914,5.691287517547607
400,543,543 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,EW-8,17595,2016,Aguirre AJ (2016),27260156,6.362254619598389,-0.8786110877990723,9.031851768493652,5.715138912200928
401,544,544 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,EWS-502,17595,2016,Aguirre AJ (2016),27260156,6.333286285400391,-0.8707512021064758,8.967916488647461,5.675897121429443
402,545,545 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Renal Cancer Cell Line,G-402,17595,2016,Aguirre AJ (2016),27260156,6.296999454498291,-0.8075353503227234,9.04704475402832,5.697893142700195
403,546,546 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,HCC44,17595,2016,Aguirre AJ (2016),27260156,6.3386454582214355,-0.8462540507316589,8.960128784179688,5.588761806488037
404,547,547 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,Hs 294T,17595,2016,Aguirre AJ (2016),27260156,6.340235710144043,-0.8120967745780945,9.029108047485352,5.640442848205566
405,548,548 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Adenocarcinoma Cell Line,HT-29,17595,2016,Aguirre AJ (2016),27260156,6.347442150115967,-0.8215616345405579,9.060860633850098,5.709585666656494
406,549,549 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Chronic Myeloid Leukemia Cell Line,K-562,17595,2016,Aguirre AJ (2016),27260156,6.098191261291504,-0.9755184054374695,8.80207633972168,5.806118965148926
407,550,550 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Cancer Cell Line,L3.3,17595,2016,Aguirre AJ (2016),27260156,6.279993057250977,-0.9200104475021362,8.86892318725586,5.761826038360596
408,551,551 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Prostate Cancer Cell Line,LNCaP,17595,2016,Aguirre AJ (2016),27260156,6.278783798217773,-0.8497464656829834,8.896299362182617,5.7196807861328125
409,552,552 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Melanoma Cell Line,MeWo,17595,2016,Aguirre AJ (2016),27260156,6.3608198165893555,-0.872661828994751,9.012405395507812,5.669920921325684
410,553,553 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,MHH-ES-1,17595,2016,Aguirre AJ (2016),27260156,6.391171932220459,-0.838841438293457,9.072068214416504,5.615017890930176
411,554,554 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,NCI-H1373,17595,2016,Aguirre AJ (2016),27260156,6.357919692993164,-0.8217517137527466,8.99852180480957,5.770012378692627
412,555,555 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Lung Cancer Cell Line,NCI-H2009,17595,2016,Aguirre AJ (2016),27260156,6.351301193237305,-0.7890701293945312,9.116296768188477,5.787729740142822
413,556,556 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Cancer Cell Line,PANC-1,17595,2016,Aguirre AJ (2016),27260156,6.374629974365234,-0.8314050436019897,9.062971115112305,5.6487016677856445
414,557,557 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,Panc 03.27,17595,2016,Aguirre AJ (2016),27260156,6.3582987785339355,-0.7939645648002625,9.048189163208008,5.757582187652588
415,558,558 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,Panc 08.13,17595,2016,Aguirre AJ (2016),27260156,6.378458023071289,-0.8192154765129089,9.121696472167969,5.766125679016113
416,559,559 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,PaTu 8902,17595,2016,Aguirre AJ (2016),27260156,6.399599075317383,-0.7928932309150696,9.186136245727539,5.751262664794922
417,560,560 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,PaTu 8988s,17595,2016,Aguirre AJ (2016),27260156,6.34211540222168,-0.7919071316719055,9.141433715820312,5.640722751617432
418,561,561 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Prostate Cancer Cell Line,PC-3,17595,2016,Aguirre AJ (2016),27260156,6.065625190734863,-0.891281247138977,8.766392707824707,5.832203388214111
419,562,562 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,RD-ES,17595,2016,Aguirre AJ (2016),27260156,6.356025218963623,-0.8601498007774353,8.991141319274902,5.759246826171875
420,563,563 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Cancer Cell Line,SK-ES-1,17595,2016,Aguirre AJ (2016),27260156,6.392025470733643,-0.9075616002082825,8.958353996276855,5.594294548034668
421,564,564 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Pancreatic Ductal Adenocarcinoma Cell Line,SU.86.86,17595,2016,Aguirre AJ (2016),27260156,6.410985469818115,-0.8058004379272461,9.188090324401855,5.647064685821533
422,565,565 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Breast Cancer Cell Line,T-47D,17595,2016,Aguirre AJ (2016),27260156,5.806875705718994,-0.9104993939399719,8.492463111877441,6.070286750793457
423,566,566 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ewing's Sarcoma Cell Line,TC-32,17595,2016,Aguirre AJ (2016),27260156,6.282055377960205,-0.943322479724884,8.89648723602295,5.701577186584473
424,567,567 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ewing's Sarcoma Cell Line,TC-71,17595,2016,Aguirre AJ (2016),27260156,6.4056267738342285,-0.9572036862373352,8.929779052734375,5.637296199798584
425,568,568 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Ovarian Cancer Cell Line,TOV-112D,17595,2016,Aguirre AJ (2016),27260156,6.453264236450195,-0.9416654706001282,8.972757339477539,5.601166248321533
426,569,569 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colorectal Cancer Cell Line,COLO 741,17595,2016,Aguirre AJ (2016),27260156,6.352334022521973,-0.8910914659500122,9.026176452636719,5.547440052032471
427,570,570 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Glioblastoma Cell Line,GSC-0131,17964,2015,Toledo CM (2015),26673326,5.851390838623047,-0.7806949615478516,8.32271671295166,5.746913433074951
