,dataset_name,phenotype,cleaned_phenotype,condition_clause,cell_type,cell_line,screen_type,library_methodology,screen_category,num_genes,author,source_id,split,n_hits,n_pos,n_neg,cluster,name
712,896,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,NCI-H3118,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1617,1617,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
713,897,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Adenocarcinoma Cell Line,NCI-H3122,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1249,1249,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
714,898,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H322M,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1010,1010,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
715,899,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H358,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,898,898,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
716,900,decreases cell proliferation,Fitness / Proliferation / Viability,,Non-Small Cell Lung Cancer Cell Line,NCI-H520,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1944,1944,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
717,901,decreases cell proliferation (fitness),Fitness / Proliferation / Viability,,Lung Cancer Cell Line,NCI-H650,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,931,931,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
718,902,decreases cell proliferation,Fitness / Proliferation / Viability,,Gastric Cancer Cell Line,NCI-N87,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1489,1489,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
719,903,decreases cell proliferation,Fitness / Proliferation / Viability,,Neuroblastoma Cell Line,NH-12,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1403,1403,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
720,904,decreases cell proliferation,Fitness / Proliferation / Viability,,Astrocytoma Cell Line,NMC-G1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,701,701,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
721,905,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,Onda 10,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1494,1494,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
722,906,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,Onda 11,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1300,1300,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
723,907,decreases cell proliferation,Fitness / Proliferation / Viability,,Gastric Adenocarcinoma Cell Line,NUGC-3,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1720,1720,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
724,908,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,OACM5.1 C,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1384,1384,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
725,909,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,OAW42,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1071,1071,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
726,910,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,OC 314,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1568,1568,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
727,911,decreases cell proliferation,Fitness / Proliferation / Viability,,Acute Myeloid Leukemia Cell Line,OCI-AML-2,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1557,1557,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
728,912,decreases cell proliferation,Fitness / Proliferation / Viability,,Acute Myeloid Leukemia Cell Line,OCI-AML-3,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1598,1598,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
729,913,decreases cell proliferation,Fitness / Proliferation / Viability,,Diffuse Large B-cell Lymphoma Cell,OCI-Ly19,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,893,893,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
730,914,decreases cell proliferation (cellular fitness),Fitness / Proliferation / Viability,,Breast Cancer Cell Line,OCUB-M,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1282,1282,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
731,915,decreases cell proliferation,Fitness / Proliferation / Viability,,Esophageal Cancer Cell Line,OE21,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1858,1858,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
732,916,decreases cell proliferation,Fitness / Proliferation / Viability,,Esophageal Cancer Cell Line,OE33,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1264,1264,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
733,917,decreases cell proliferation,Fitness / Proliferation / Viability,,Lymphoma or Leukaemia Cell Line,OPM-2,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1490,1490,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
734,918,decreases cell proliferation (cell fitness),Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,OSC-19,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1179,1179,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
735,919,decreases cell proliferation,Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,OSC-20,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1479,1479,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
736,920,decreases cell proliferation as measured by reduced cellular fitness,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,OV-90,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1585,1585,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
737,921,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,OVCA420,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1338,1338,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
738,922,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,OVCAR-3,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1385,1385,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
739,923,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,OVCAR-5,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1832,1832,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
740,924,decreases cell proliferation,Fitness / Proliferation / Viability,,OVCAR-8,NCI-ADR-RES,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,2026,2026,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
741,925,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,OVISE,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1697,1697,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
742,926,decreases cell proliferation (cell fitness),Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,OVK-18,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1488,1488,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
743,927,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,OVMIU,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1256,1256,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
744,928,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,PaTu 8902,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1123,1123,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
745,929,decreases cell proliferation,Fitness / Proliferation / Viability,,Pancreatic Adenocarcinoma Cell Line,PaTu 8988t,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1635,1635,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
746,930,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,Panc 02.03,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1392,1392,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
747,931,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,Panc 03.27,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1467,1467,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
748,932,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,Panc 04.03,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1669,1669,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
749,933,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,Panc 08.13,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1191,1191,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
750,934,decreases cell proliferation,Fitness / Proliferation / Viability,,Pancreatic Ductal Adenocarcinoma Cell Line,Panc 10.05,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1107,1107,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
751,935,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Adenocarcinoma Cell Line,PC-14,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1620,1620,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
752,936,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,PCI-15A,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1577,1577,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
753,937,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,PCI-30,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1714,1714,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
754,938,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,PCI-38,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1872,1872,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
755,939,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,PCI-04B,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1488,1488,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
756,940,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,PCI-06A,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1183,1183,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
757,941,decreases cell proliferation,Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,PE/CA-PJ15,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1807,1807,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
758,942,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,PEO1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1719,1719,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
759,943,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovarian Cancer Cell Line,PEO4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1216,1216,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
760,944,decreases cell proliferation,Fitness / Proliferation / Viability,,Pancreatic Ductal Adenocarcinoma Cell Line,PL4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1425,1425,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
761,945,decreases cell proliferation,Fitness / Proliferation / Viability,,Pancreatic Adenocarcinoma Cell Line,PSN1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1653,1653,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
762,946,decreases cell proliferation,Fitness / Proliferation / Viability,,Renal Cell Carcinoma Cell Line,KTCTL-26A,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1453,1453,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
763,947,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Cancer Cell Line,RCM-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1273,1273,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
764,948,decreases cell proliferation (cellular fitness),Fitness / Proliferation / Viability,,Cancer Cell Line,RERF-GC-1B,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1220,1220,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
765,949,decreases cell proliferation,Fitness / Proliferation / Viability,,Lung Squamous Cell Carcinoma Cell Line,RERF-LC-Sq1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1580,1580,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
766,950,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,RKN,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1407,1407,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
767,951,decreases cell proliferation,Fitness / Proliferation / Viability,,Colonic Cancer Cell Line,RKO,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,2005,2005,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
768,952,decreases cell proliferation,Fitness / Proliferation / Viability,,Endometrial Cancer Cell Line,RL95-2,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1558,1558,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
769,953,decreases cell proliferation,Fitness / Proliferation / Viability,,Ovary Adenocarcinoma Cell Line,RMG-I,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1507,1507,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
770,954,decreases cell proliferation,Fitness / Proliferation / Viability,,Diffuse Large B-cell Lymphoma Cell,ROS-50,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,890,890,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
771,955,decreases cell proliferation,Fitness / Proliferation / Viability,,Multiple Myeloma Cell Line,RPMI-8226,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1192,1192,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
772,956,decreases cell proliferation,Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,SAS,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1566,1566,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
773,957,decreases cell proliferation,Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,SCC-4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1480,1480,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
774,958,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,SCC-9,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1477,1477,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
775,959,decreases cell proliferation,Fitness / Proliferation / Viability,,Tongue Cancer Cell Line,UPCI-SCC-090,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1093,1093,0,8,"Fitness/Viability · Cancer · TCEAL7, LCE1E, PGAM4"
776,960,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,SCH,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,791,791,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
777,961,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,SF126,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1691,1691,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
778,962,decreases cell proliferation,Fitness / Proliferation / Viability,,Glioblastoma Cell Line,SF295,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1994,1994,0,12,"Fitness/Viability · Cancer · MRPS33, PDSS1, ISCA1"
779,963,decreases cell proliferation,Fitness / Proliferation / Viability,,Cancer Cell Line,SF539,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1556,1556,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
780,964,decreases cell proliferation (cell fitness),Fitness / Proliferation / Viability,,Osteosarcoma Cell Line,SJSA-1,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1912,1912,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
781,965,decreases cell proliferation,Fitness / Proliferation / Viability,,Esophageal Cancer Cell Line,SK-GT-4,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1470,1470,0,2,"Fitness/Viability · Cancer · EGR2, TMEM183A, PGAM4"
782,966,decreases cell proliferation,Fitness / Proliferation / Viability,,Melanoma Cell Line,SK-MEL-2,Negative Selection,Knockout,unidirectional,17956,Behan FM (2019),30971826,train,1555,1555,0,16,"Fitness/Viability · Cancer · IQCB1, UGT1A5, PPP3CB"
